crunchycaffine,22cdf969-3cde-38b5-bf42-29f1712cf7e7
catsinasippycup,3ab72777-f4c9-3ac1-8bb8-bd236461513e
korvallis,7c3f6b8d-2d5f-3467-ab96-6a8af4f58ffb
s_mitty,a55aa0d5-851c-363a-9b6f-f56fd5842a3d
kevlar,04563d4c-6a5b-343e-81b6-8bc0e358b91d
abg_patrol,d51acf6a-52d6-3a10-a21d-2f7f722b6fe1
